code9,prov,city,district,town
110101001,北京市,市辖区,东城区,东华门街道
110101002,北京市,市辖区,东城区,景山街道
110101003,北京市,市辖区,东城区,交道口街道
110101004,北京市,市辖区,东城区,安定门街道
110101005,北京市,市辖区,东城区,北新桥街道
110101006,北京市,市辖区,东城区,东四街道
110101007,北京市,市辖区,东城区,朝阳门街道
110101008,北京市,市辖区,东城区,建国门街道
110101009,北京市,市辖区,东城区,东直门街道
110101010,北京市,市辖区,东城区,和平里街道
110101011,北京市,市辖区,东城区,前门街道
110101012,北京市,市辖区,东城区,崇文门外街道
110101013,北京市,市辖区,东城区,东花市街道
110101014,北京市,市辖区,东城区,龙潭街道
110101015,北京市,市辖区,东城区,体育馆路街道
110101016,北京市,市辖区,东城区,天坛街道
110101017,北京市,市辖区,东城区,永定门外街道
110102001,北京市,市辖区,西城区,西长安街街道
110102003,北京市,市辖区,西城区,新街口街道
110102007,北京市,市辖区,西城区,月坛街道
110102009,北京市,市辖区,西城区,展览路街道
110102010,北京市,市辖区,西城区,德胜街道
110102011,北京市,市辖区,西城区,金融街街道
110102012,北京市,市辖区,西城区,什刹海街道
110102013,北京市,市辖区,西城区,大栅栏街道
110102014,北京市,市辖区,西城区,天桥街道
110102015,北京市,市辖区,西城区,椿树街道
110102016,北京市,市辖区,西城区,陶然亭街道
110102017,北京市,市辖区,西城区,广安门内街道
110102018,北京市,市辖区,西城区,牛街街道
110102019,北京市,市辖区,西城区,白纸坊街道
110102020,北京市,市辖区,西城区,广安门外街道
110105001,北京市,市辖区,朝阳区,建外街道
110105002,北京市,市辖区,朝阳区,朝外街道
110105003,北京市,市辖区,朝阳区,呼家楼街道
110105004,北京市,市辖区,朝阳区,三里屯街道
110105005,北京市,市辖区,朝阳区,左家庄街道
110105006,北京市,市辖区,朝阳区,香河园街道
110105007,北京市,市辖区,朝阳区,和平街街道
110105008,北京市,市辖区,朝阳区,安贞街道
110105009,北京市,市辖区,朝阳区,亚运村街道
110105010,北京市,市辖区,朝阳区,小关街道
110105011,北京市,市辖区,朝阳区,酒仙桥街道
110105012,北京市,市辖区,朝阳区,麦子店街道
110105013,北京市,市辖区,朝阳区,团结湖街道
110105014,北京市,市辖区,朝阳区,六里屯街道
110105015,北京市,市辖区,朝阳区,八里庄街道
110105016,北京市,市辖区,朝阳区,双井街道
110105017,北京市,市辖区,朝阳区,劲松街道
110105018,北京市,市辖区,朝阳区,潘家园街道
110105019,北京市,市辖区,朝阳区,垡头街道
110105020,北京市,市辖区,朝阳区,首都机场街道
110105021,北京市,市辖区,朝阳区,南磨房地区
110105022,北京市,市辖区,朝阳区,高碑店地区
110105023,北京市,市辖区,朝阳区,将台地区
110105024,北京市,市辖区,朝阳区,太阳宫地区
110105025,北京市,市辖区,朝阳区,大屯街道
110105026,北京市,市辖区,朝阳区,望京街道
110105027,北京市,市辖区,朝阳区,小红门地区
110105028,北京市,市辖区,朝阳区,十八里店地区
110105029,北京市,市辖区,朝阳区,平房地区
110105030,北京市,市辖区,朝阳区,东风地区
110105031,北京市,市辖区,朝阳区,奥运村街道
110105032,北京市,市辖区,朝阳区,来广营地区
110105033,北京市,市辖区,朝阳区,常营地区
110105034,北京市,市辖区,朝阳区,三间房地区
110105035,北京市,市辖区,朝阳区,管庄地区
110105036,北京市,市辖区,朝阳区,金盏地区
110105037,北京市,市辖区,朝阳区,孙河地区
110105038,北京市,市辖区,朝阳区,崔各庄地区
110105039,北京市,市辖区,朝阳区,东坝地区
110105040,北京市,市辖区,朝阳区,黑庄户地区
110105041,北京市,市辖区,朝阳区,豆各庄地区
110105042,北京市,市辖区,朝阳区,王四营地区
110105043,北京市,市辖区,朝阳区,东湖街道
110106001,北京市,市辖区,丰台区,右安门街道
110106002,北京市,市辖区,丰台区,太平桥街道
110106003,北京市,市辖区,丰台区,西罗园街道
110106004,北京市,市辖区,丰台区,大红门街道
110106005,北京市,市辖区,丰台区,南苑街道
110106006,北京市,市辖区,丰台区,东高地街道
110106007,北京市,市辖区,丰台区,东铁匠营街道
110106008,北京市,市辖区,丰台区,六里桥街道
110106009,北京市,市辖区,丰台区,丰台街道
110106010,北京市,市辖区,丰台区,新村街道
110106011,北京市,市辖区,丰台区,长辛店街道
110106012,北京市,市辖区,丰台区,云岗街道
110106013,北京市,市辖区,丰台区,方庄街道
110106014,北京市,市辖区,丰台区,宛平街道
110106015,北京市,市辖区,丰台区,马家堡街道
110106016,北京市,市辖区,丰台区,和义街道
110106017,北京市,市辖区,丰台区,卢沟桥街道
110106018,北京市,市辖区,丰台区,花乡街道
110106020,北京市,市辖区,丰台区,成寿寺街道
110106021,北京市,市辖区,丰台区,石榴庄街道
110106022,北京市,市辖区,丰台区,玉泉营街道
110106023,北京市,市辖区,丰台区,看丹街道
110106024,北京市,市辖区,丰台区,五里店街道
110106025,北京市,市辖区,丰台区,青塔街道
110106100,北京市,市辖区,丰台区,北宫镇
110106101,北京市,市辖区,丰台区,王佐镇
110107001,北京市,市辖区,石景山区,八宝山街道
110107002,北京市,市辖区,石景山区,老山街道
110107003,北京市,市辖区,石景山区,八角街道
110107004,北京市,市辖区,石景山区,古城街道
110107005,北京市,市辖区,石景山区,苹果园街道
110107006,北京市,市辖区,石景山区,金顶街街道
110107009,北京市,市辖区,石景山区,广宁街道
110107010,北京市,市辖区,石景山区,五里坨街道
110107011,北京市,市辖区,石景山区,鲁谷街道
110108001,北京市,市辖区,海淀区,万寿路街道
110108002,北京市,市辖区,海淀区,永定路街道
110108003,北京市,市辖区,海淀区,羊坊店街道
110108004,北京市,市辖区,海淀区,甘家口街道
110108005,北京市,市辖区,海淀区,八里庄街道
110108006,北京市,市辖区,海淀区,紫竹院街道
110108007,北京市,市辖区,海淀区,北下关街道
110108008,北京市,市辖区,海淀区,北太平庄街道
110108010,北京市,市辖区,海淀区,学院路街道
110108011,北京市,市辖区,海淀区,中关村街道
110108012,北京市,市辖区,海淀区,海淀街道
110108013,北京市,市辖区,海淀区,青龙桥街道
110108014,北京市,市辖区,海淀区,清华园街道
110108015,北京市,市辖区,海淀区,燕园街道
110108016,北京市,市辖区,海淀区,香山街道
110108017,北京市,市辖区,海淀区,清河街道
110108018,北京市,市辖区,海淀区,花园路街道
110108019,北京市,市辖区,海淀区,西三旗街道
110108020,北京市,市辖区,海淀区,马连洼街道
110108021,北京市,市辖区,海淀区,田村路街道
110108022,北京市,市辖区,海淀区,上地街道
110108023,北京市,市辖区,海淀区,万柳地区
110108024,北京市,市辖区,海淀区,东升地区
110108025,北京市,市辖区,海淀区,曙光街道
110108026,北京市,市辖区,海淀区,温泉地区
110108027,北京市,市辖区,海淀区,四季青地区
110108028,北京市,市辖区,海淀区,西北旺地区
110108029,北京市,市辖区,海淀区,苏家坨地区
110108030,北京市,市辖区,海淀区,上庄地区
110109001,北京市,市辖区,门头沟区,大峪街道
110109002,北京市,市辖区,门头沟区,城子街道
110109003,北京市,市辖区,门头沟区,东辛房街道
110109004,北京市,市辖区,门头沟区,大台街道
110109005,北京市,市辖区,门头沟区,王平地区
110109006,北京市,市辖区,门头沟区,永定地区
110109007,北京市,市辖区,门头沟区,龙泉地区
110109101,北京市,市辖区,门头沟区,潭柘寺镇
110109104,北京市,市辖区,门头沟区,军庄镇
110109105,北京市,市辖区,门头沟区,雁翅镇
110109106,北京市,市辖区,门头沟区,斋堂镇
110109107,北京市,市辖区,门头沟区,清水镇
110109108,北京市,市辖区,门头沟区,妙峰山镇
110111001,北京市,市辖区,房山区,城关街道
110111002,北京市,市辖区,房山区,新镇街道
110111004,北京市,市辖区,房山区,向阳街道
110111005,北京市,市辖区,房山区,东风街道
110111006,北京市,市辖区,房山区,迎风街道
110111007,北京市,市辖区,房山区,星城街道
110111008,北京市,市辖区,房山区,良乡地区
110111009,北京市,市辖区,房山区,周口店地区
110111010,北京市,市辖区,房山区,琉璃河地区
110111011,北京市,市辖区,房山区,拱辰街道
110111012,北京市,市辖区,房山区,西潞街道
110111101,北京市,市辖区,房山区,阎村镇
110111103,北京市,市辖区,房山区,窦店镇
110111104,北京市,市辖区,房山区,石楼镇
110111105,北京市,市辖区,房山区,长阳镇
110111107,北京市,市辖区,房山区,河北镇
110111108,北京市,市辖区,房山区,长沟镇
110111109,北京市,市辖区,房山区,大石窝镇
110111110,北京市,市辖区,房山区,张坊镇
110111111,北京市,市辖区,房山区,十渡镇
110111112,北京市,市辖区,房山区,青龙湖镇
110111115,北京市,市辖区,房山区,韩村河镇
110111208,北京市,市辖区,房山区,霞云岭乡
110111209,北京市,市辖区,房山区,南窖乡
110111210,北京市,市辖区,房山区,佛子庄乡
110111211,北京市,市辖区,房山区,大安山乡
110111212,北京市,市辖区,房山区,史家营乡
110111213,北京市,市辖区,房山区,蒲洼乡
110112001,北京市,市辖区,通州区,中仓街道
110112002,北京市,市辖区,通州区,新华街道
110112003,北京市,市辖区,通州区,北苑街道
110112004,北京市,市辖区,通州区,玉桥街道
110112007,北京市,市辖区,通州区,潞源街道
110112008,北京市,市辖区,通州区,通运街道
110112009,北京市,市辖区,通州区,文景街道
110112010,北京市,市辖区,通州区,九棵树街道
110112011,北京市,市辖区,通州区,临河里街道
110112012,北京市,市辖区,通州区,杨庄街道
110112013,北京市,市辖区,通州区,潞邑街道
110112104,北京市,市辖区,通州区,宋庄镇
110112105,北京市,市辖区,通州区,张家湾镇
110112106,北京市,市辖区,通州区,漷县镇
110112109,北京市,市辖区,通州区,马驹桥镇
110112110,北京市,市辖区,通州区,西集镇
110112114,北京市,市辖区,通州区,台湖镇
110112117,北京市,市辖区,通州区,永乐店镇
110112119,北京市,市辖区,通州区,潞城镇
110112120,北京市,市辖区,通州区,永顺镇
110112121,北京市,市辖区,通州区,梨园镇
110112209,北京市,市辖区,通州区,于家务回族乡
110113001,北京市,市辖区,顺义区,胜利街道
110113002,北京市,市辖区,顺义区,光明街道
110113003,北京市,市辖区,顺义区,仁和地区
110113004,北京市,市辖区,顺义区,后沙峪地区
110113005,北京市,市辖区,顺义区,天竺地区
110113006,北京市,市辖区,顺义区,杨镇地区
110113007,北京市,市辖区,顺义区,牛栏山地区
110113008,北京市,市辖区,顺义区,南法信地区
110113009,北京市,市辖区,顺义区,马坡地区
110113010,北京市,市辖区,顺义区,石园街道
110113011,北京市,市辖区,顺义区,空港街道
110113012,北京市,市辖区,顺义区,双丰街道
110113013,北京市,市辖区,顺义区,旺泉街道
110113101,北京市,市辖区,顺义区,高丽营镇
110113104,北京市,市辖区,顺义区,李桥镇
110113105,北京市,市辖区,顺义区,李遂镇
110113106,北京市,市辖区,顺义区,南彩镇
110113108,北京市,市辖区,顺义区,北务镇
110113109,北京市,市辖区,顺义区,大孙各庄镇
110113110,北京市,市辖区,顺义区,张镇
110113111,北京市,市辖区,顺义区,龙湾屯镇
110113112,北京市,市辖区,顺义区,木林镇
110113113,北京市,市辖区,顺义区,北小营镇
110113115,北京市,市辖区,顺义区,北石槽镇
110113116,北京市,市辖区,顺义区,赵全营镇
110114001,北京市,市辖区,昌平区,城北街道
110114002,北京市,市辖区,昌平区,南口地区
110114003,北京市,市辖区,昌平区,马池口地区
110114004,北京市,市辖区,昌平区,沙河地区
110114005,北京市,市辖区,昌平区,城南街道
110114007,北京市,市辖区,昌平区,东小口地区
110114008,北京市,市辖区,昌平区,天通苑北街道
110114009,北京市,市辖区,昌平区,天通苑南街道
110114010,北京市,市辖区,昌平区,霍营街道
110114011,北京市,市辖区,昌平区,回龙观街道
110114012,北京市,市辖区,昌平区,龙泽园街道
110114013,北京市,市辖区,昌平区,史各庄街道
110114104,北京市,市辖区,昌平区,阳坊镇
110114110,北京市,市辖区,昌平区,小汤山镇
110114111,北京市,市辖区,昌平区,南邵镇
110114112,北京市,市辖区,昌平区,崔村镇
110114113,北京市,市辖区,昌平区,百善镇
110114115,北京市,市辖区,昌平区,北七家镇
110114116,北京市,市辖区,昌平区,兴寿镇
110114118,北京市,市辖区,昌平区,流村镇
110114119,北京市,市辖区,昌平区,十三陵镇
110114120,北京市,市辖区,昌平区,延寿镇
110115001,北京市,市辖区,大兴区,兴丰街道
110115002,北京市,市辖区,大兴区,林校路街道
110115003,北京市,市辖区,大兴区,清源街道
110115004,北京市,市辖区,大兴区,亦庄地区
110115005,北京市,市辖区,大兴区,黄村地区
110115006,北京市,市辖区,大兴区,旧宫地区
110115007,北京市,市辖区,大兴区,西红门地区
110115008,北京市,市辖区,大兴区,瀛海地区
110115009,北京市,市辖区,大兴区,观音寺街道
110115010,北京市,市辖区,大兴区,天宫院街道
110115011,北京市,市辖区,大兴区,高米店街道
110115012,北京市,市辖区,大兴区,荣华街道
110115013,北京市,市辖区,大兴区,博兴街道
110115103,北京市,市辖区,大兴区,青云店镇
110115104,北京市,市辖区,大兴区,采育镇
110115105,北京市,市辖区,大兴区,安定镇
110115106,北京市,市辖区,大兴区,礼贤镇
110115107,北京市,市辖区,大兴区,榆垡镇
110115108,北京市,市辖区,大兴区,庞各庄镇
110115109,北京市,市辖区,大兴区,北臧村镇
110115110,北京市,市辖区,大兴区,魏善庄镇
110115111,北京市,市辖区,大兴区,长子营镇
110115403,北京市,市辖区,大兴区,北京经济技术开发区
110115404,北京市,市辖区,大兴区,中关村国家自主创新示范区大兴生物医药产业基地
110115405,北京市,市辖区,大兴区,大兴经济开发区
110115406,北京市,市辖区,大兴区,大兴国际机场
110116001,北京市,市辖区,怀柔区,泉河街道
110116002,北京市,市辖区,怀柔区,龙山街道
110116003,北京市,市辖区,怀柔区,怀柔地区
110116004,北京市,市辖区,怀柔区,雁栖地区
110116005,北京市,市辖区,怀柔区,庙城地区
110116102,北京市,市辖区,怀柔区,北房镇
110116103,北京市,市辖区,怀柔区,杨宋镇
110116105,北京市,市辖区,怀柔区,桥梓镇
110116106,北京市,市辖区,怀柔区,怀北镇
110116107,北京市,市辖区,怀柔区,汤河口镇
110116108,北京市,市辖区,怀柔区,渤海镇
110116109,北京市,市辖区,怀柔区,九渡河镇
110116110,北京市,市辖区,怀柔区,琉璃庙镇
110116111,北京市,市辖区,怀柔区,宝山镇
110116211,北京市,市辖区,怀柔区,长哨营满族乡
110116213,北京市,市辖区,怀柔区,喇叭沟门满族乡
110116400,北京市,市辖区,怀柔区,北京雁栖经济开发区
110117001,北京市,市辖区,平谷区,滨河街道
110117002,北京市,市辖区,平谷区,兴谷街道
110117003,北京市,市辖区,平谷区,渔阳地区
110117004,北京市,市辖区,平谷区,峪口地区
110117005,北京市,市辖区,平谷区,马坊地区
110117006,北京市,市辖区,平谷区,金海湖地区
110117101,北京市,市辖区,平谷区,东高村镇
110117102,北京市,市辖区,平谷区,山东庄镇
110117104,北京市,市辖区,平谷区,南独乐河镇
110117105,北京市,市辖区,平谷区,大华山镇
110117106,北京市,市辖区,平谷区,夏各庄镇
110117108,北京市,市辖区,平谷区,马昌营镇
110117110,北京市,市辖区,平谷区,王辛庄镇
110117111,北京市,市辖区,平谷区,大兴庄镇
110117112,北京市,市辖区,平谷区,刘家店镇
110117114,北京市,市辖区,平谷区,镇罗营镇
110117213,北京市,市辖区,平谷区,黄松峪乡
110117214,北京市,市辖区,平谷区,熊儿寨乡
110118001,北京市,市辖区,密云区,鼓楼街道
110118002,北京市,市辖区,密云区,果园街道
110118003,北京市,市辖区,密云区,檀营地区
110118100,北京市,市辖区,密云区,密云镇
110118101,北京市,市辖区,密云区,溪翁庄镇
110118102,北京市,市辖区,密云区,西田各庄镇
110118103,北京市,市辖区,密云区,十里堡镇
110118104,北京市,市辖区,密云区,河南寨镇
110118105,北京市,市辖区,密云区,巨各庄镇
110118106,北京市,市辖区,密云区,穆家峪镇
110118107,北京市,市辖区,密云区,太师屯镇
110118108,北京市,市辖区,密云区,高岭镇
110118109,北京市,市辖区,密云区,不老屯镇
110118110,北京市,市辖区,密云区,冯家峪镇
110118111,北京市,市辖区,密云区,古北口镇
110118112,北京市,市辖区,密云区,大城子镇
110118113,北京市,市辖区,密云区,东邵渠镇
110118114,北京市,市辖区,密云区,北庄镇
110118115,北京市,市辖区,密云区,新城子镇
110118116,北京市,市辖区,密云区,石城镇
110118400,北京市,市辖区,密云区,中关村科技园区密云园
110119001,北京市,市辖区,延庆区,百泉街道
110119002,北京市,市辖区,延庆区,香水园街道
110119003,北京市,市辖区,延庆区,儒林街道
110119100,北京市,市辖区,延庆区,延庆镇
110119101,北京市,市辖区,延庆区,康庄镇
110119102,北京市,市辖区,延庆区,八达岭镇
110119103,北京市,市辖区,延庆区,永宁镇
110119104,北京市,市辖区,延庆区,旧县镇
110119105,北京市,市辖区,延庆区,张山营镇
110119106,北京市,市辖区,延庆区,四海镇
110119107,北京市,市辖区,延庆区,千家店镇
110119108,北京市,市辖区,延庆区,沈家营镇
110119109,北京市,市辖区,延庆区,大榆树镇
110119110,北京市,市辖区,延庆区,井庄镇
110119200,北京市,市辖区,延庆区,大庄科乡
110119201,北京市,市辖区,延庆区,刘斌堡乡
110119202,北京市,市辖区,延庆区,香营乡
110119203,北京市,市辖区,延庆区,珍珠泉乡
120101001,天津市,市辖区,和平区,劝业场街道
120101002,天津市,市辖区,和平区,小白楼街道
120101003,天津市,市辖区,和平区,五大道街道
120101004,天津市,市辖区,和平区,新兴街道
120101005,天津市,市辖区,和平区,南营门街道
120101006,天津市,市辖区,和平区,南市街道
120102001,天津市,市辖区,河东区,大王庄街道
120102002,天津市,市辖区,河东区,大直沽街道
120102003,天津市,市辖区,河东区,中山门街道
120102004,天津市,市辖区,河东区,富民路街道
120102005,天津市,市辖区,河东区,二号桥街道
120102006,天津市,市辖区,河东区,春华街道
120102007,天津市,市辖区,河东区,唐家口街道
120102008,天津市,市辖区,河东区,向阳楼街道
120102009,天津市,市辖区,河东区,常州道街道
120102010,天津市,市辖区,河东区,上杭路街道
120102011,天津市,市辖区,河东区,东新街道
120102012,天津市,市辖区,河东区,鲁山道街道
120102013,天津市,市辖区,河东区,天津铁厂街道
120103001,天津市,市辖区,河西区,大营门街道
120103002,天津市,市辖区,河西区,下瓦房街道
120103003,天津市,市辖区,河西区,桃园街道
120103004,天津市,市辖区,河西区,挂甲寺街道
120103005,天津市,市辖区,河西区,马场街道
120103006,天津市,市辖区,河西区,越秀路街道
120103007,天津市,市辖区,河西区,友谊路街道
120103008,天津市,市辖区,河西区,天塔街道
120103009,天津市,市辖区,河西区,尖山街道
120103010,天津市,市辖区,河西区,陈塘庄街道
120103011,天津市,市辖区,河西区,柳林街道
120103012,天津市,市辖区,河西区,东海街道
120103013,天津市,市辖区,河西区,梅江街道
120103014,天津市,市辖区,河西区,太湖路街道
120104001,天津市,市辖区,南开区,长虹街道
120104002,天津市,市辖区,南开区,鼓楼街道
120104003,天津市,市辖区,南开区,兴南街道
120104004,天津市,市辖区,南开区,广开街道
120104005,天津市,市辖区,南开区,万兴街道
120104006,天津市,市辖区,南开区,学府街道
120104007,天津市,市辖区,南开区,向阳路街道
120104008,天津市,市辖区,南开区,嘉陵道街道
120104009,天津市,市辖区,南开区,王顶堤街道
120104010,天津市,市辖区,南开区,水上公园街道
120104011,天津市,市辖区,南开区,体育中心街道
120104012,天津市,市辖区,南开区,华苑街道
120105001,天津市,市辖区,河北区,光复道街道
120105002,天津市,市辖区,河北区,望海楼街道
120105003,天津市,市辖区,河北区,鸿顺里街道
120105004,天津市,市辖区,河北区,新开河街道
120105005,天津市,市辖区,河北区,铁东路街道
120105006,天津市,市辖区,河北区,建昌道街道
120105007,天津市,市辖区,河北区,宁园街道
120105008,天津市,市辖区,河北区,王串场街道
120105009,天津市,市辖区,河北区,江都路街道
120105010,天津市,市辖区,河北区,月牙河街道
120106001,天津市,市辖区,红桥区,西于庄街道
120106003,天津市,市辖区,红桥区,咸阳北路街道
120106004,天津市,市辖区,红桥区,丁字沽街道
120106005,天津市,市辖区,红桥区,西沽街道
120106006,天津市,市辖区,红桥区,三条石街道
120106008,天津市,市辖区,红桥区,邵公庄街道
120106009,天津市,市辖区,红桥区,芥园街道
120106010,天津市,市辖区,红桥区,铃铛阁街道
120106012,天津市,市辖区,红桥区,和苑街道
120110001,天津市,市辖区,东丽区,张贵庄街道
120110002,天津市,市辖区,东丽区,丰年村街道
120110003,天津市,市辖区,东丽区,万新街道
120110004,天津市,市辖区,东丽区,无瑕街道
120110005,天津市,市辖区,东丽区,新立街道
120110006,天津市,市辖区,东丽区,华明街道
120110007,天津市,市辖区,东丽区,金钟街道
120110008,天津市,市辖区,东丽区,军粮城街道
120110009,天津市,市辖区,东丽区,金桥街道
120110010,天津市,市辖区,东丽区,华新街道
120110011,天津市,市辖区,东丽区,东丽湖街道
120110400,天津市,市辖区,东丽区,天津经济技术开发区西区
120110401,天津市,市辖区,东丽区,天津航空物流区
120110402,天津市,市辖区,东丽区,天津空港经济区
120110403,天津市,市辖区,东丽区,东丽区经济技术开发区
120110405,天津市,市辖区,东丽区,综合保税区
120110406,天津市,市辖区,东丽区,航空新城
120110407,天津市,市辖区,东丽区,天津市东丽区临空经济区
120110408,天津市,市辖区,东丽区,华明高新技术产业区服务中心
120111001,天津市,市辖区,西青区,西营门街道
120111002,天津市,市辖区,西青区,李七庄街道
120111003,天津市,市辖区,西青区,赤龙南街道
120111004,天津市,市辖区,西青区,赤龙北街道
120111005,天津市,市辖区,西青区,津门湖街道
120111100,天津市,市辖区,西青区,中北镇
120111101,天津市,市辖区,西青区,杨柳青镇
120111102,天津市,市辖区,西青区,辛口镇
120111103,天津市,市辖区,西青区,张家窝镇
120111104,天津市,市辖区,西青区,精武镇
120111105,天津市,市辖区,西青区,大寺镇
120111106,天津市,市辖区,西青区,王稳庄镇
120111400,天津市,市辖区,西青区,天津经济技术开发区微电子小区
120111401,天津市,市辖区,西青区,新技术产业园区
120111450,天津市,市辖区,西青区,西青区开发区
120112001,天津市,市辖区,津南区,双新街道
120112002,天津市,市辖区,津南区,双林街道
120112003,天津市,市辖区,津南区,海棠街道
120112100,天津市,市辖区,津南区,咸水沽镇
120112101,天津市,市辖区,津南区,葛沽镇
120112102,天津市,市辖区,津南区,小站镇
120112103,天津市,市辖区,津南区,双港镇
120112104,天津市,市辖区,津南区,辛庄镇
120112106,天津市,市辖区,津南区,双桥河镇
120112107,天津市,市辖区,津南区,八里台镇
120112108,天津市,市辖区,津南区,北闸口镇
120112403,天津市,市辖区,津南区,长青地区
120112404,天津市,市辖区,津南区,津南开发区东区
120112405,天津市,市辖区,津南区,津南开发区西区
120112501,天津市,市辖区,津南区,津南国家农业园区
120113001,天津市,市辖区,北辰区,果园新村街道
120113002,天津市,市辖区,北辰区,集贤里街道
120113003,天津市,市辖区,北辰区,普东街道
120113004,天津市,市辖区,北辰区,瑞景街道
120113005,天津市,市辖区,北辰区,佳荣里街道
120113006,天津市,市辖区,北辰区,青源街道
120113007,天津市,市辖区,北辰区,广源街道
120113008,天津市,市辖区,北辰区,双环邨街道
120113100,天津市,市辖区,北辰区,天穆镇
120113101,天津市,市辖区,北辰区,北仓镇
120113102,天津市,市辖区,北辰区,双街镇
120113103,天津市,市辖区,北辰区,双口镇
120113104,天津市,市辖区,北辰区,青光镇
120113106,天津市,市辖区,北辰区,宜兴埠镇
120113107,天津市,市辖区,北辰区,小淀镇
120113108,天津市,市辖区,北辰区,大张庄镇
120113111,天津市,市辖区,北辰区,西堤头镇
120113400,天津市,市辖区,北辰区,科技园区北区
120113401,天津市,市辖区,北辰区,科技园区南区
120113402,天津市,市辖区,北辰区,天津医药医疗器械工业园
120113403,天津市,市辖区,北辰区,天津陆路港物流装备产业园
120113404,天津市,市辖区,北辰区,天津风电产业园
120113500,天津市,市辖区,北辰区,红旗农场
120113501,天津市,市辖区,北辰区,曙光农场
120114001,天津市,市辖区,武清区,杨村街道
120114002,天津市,市辖区,武清区,下朱庄街道
120114003,天津市,市辖区,武清区,东蒲洼街道
120114004,天津市,市辖区,武清区,黄庄街道
120114005,天津市,市辖区,武清区,徐官屯街道
120114006,天津市,市辖区,武清区,运河西街道
120114101,天津市,市辖区,武清区,梅厂镇
120114102,天津市,市辖区,武清区,大碱厂镇
120114103,天津市,市辖区,武清区,崔黄口镇
120114104,天津市,市辖区,武清区,大良镇
120114105,天津市,市辖区,武清区,下伍旗镇
120114106,天津市,市辖区,武清区,南蔡村镇
120114107,天津市,市辖区,武清区,大孟庄镇
120114108,天津市,市辖区,武清区,泗村店镇
120114109,天津市,市辖区,武清区,河西务镇
120114110,天津市,市辖区,武清区,城关镇
120114111,天津市,市辖区,武清区,东马圈镇
120114112,天津市,市辖区,武清区,黄花店镇
120114113,天津市,市辖区,武清区,石各庄镇
120114114,天津市,市辖区,武清区,王庆坨镇
120114115,天津市,市辖区,武清区,汊沽港镇
120114116,天津市,市辖区,武清区,河北屯镇
120114117,天津市,市辖区,武清区,上马台镇
120114118,天津市,市辖区,武清区,大王古庄镇
120114119,天津市,市辖区,武清区,陈咀镇
120114120,天津市,市辖区,武清区,豆张庄镇
120114121,天津市,市辖区,武清区,曹子里镇
120114122,天津市,市辖区,武清区,大黄堡镇
120114123,天津市,市辖区,武清区,高村镇
120114124,天津市,市辖区,武清区,白古屯镇
120114400,天津市,市辖区,武清区,天津经济技术开发区逸仙科学工业园
120114401,天津市,市辖区,武清区,武清经济技术开发区
120114403,天津市,市辖区,武清区,天津京滨工业园
120114404,天津市,市辖区,武清区,天津京津电子商务产业园
120114405,天津市,市辖区,武清区,天津武清汽车产业园
120114406,天津市,市辖区,武清区,天津京津科技谷
120114407,天津市,市辖区,武清区,京津高村科技创新园
120115001,天津市,市辖区,宝坻区,海滨街道
120115002,天津市,市辖区,宝坻区,宝平街道
120115003,天津市,市辖区,宝坻区,钰华街道
120115006,天津市,市辖区,宝坻区,周良街道
120115007,天津市,市辖区,宝坻区,潮阳街道
120115008,天津市,市辖区,宝坻区,朝霞街道
120115101,天津市,市辖区,宝坻区,大口屯镇
120115103,天津市,市辖区,宝坻区,王卜庄镇
120115104,天津市,市辖区,宝坻区,方家庄镇
120115105,天津市,市辖区,宝坻区,林亭口镇
120115106,天津市,市辖区,宝坻区,八门城镇
120115107,天津市,市辖区,宝坻区,大钟庄镇
120115108,天津市,市辖区,宝坻区,新安镇
120115111,天津市,市辖区,宝坻区,霍各庄镇
120115113,天津市,市辖区,宝坻区,新开口镇
120115115,天津市,市辖区,宝坻区,大唐庄镇
120115119,天津市,市辖区,宝坻区,牛道口镇
120115120,天津市,市辖区,宝坻区,史各庄镇
120115121,天津市,市辖区,宝坻区,郝各庄镇
120115123,天津市,市辖区,宝坻区,牛家牌镇
120115124,天津市,市辖区,宝坻区,尔王庄镇
120115125,天津市,市辖区,宝坻区,黄庄镇
120115126,天津市,市辖区,宝坻区,口东镇
120115127,天津市,市辖区,宝坻区,大白庄镇
120115456,天津市,市辖区,宝坻区,宝坻经济开发区
120115457,天津市,市辖区,宝坻区,京津中关村科技城
120116001,天津市,市辖区,滨海新区,塘沽街道
120116005,天津市,市辖区,滨海新区,杭州道街道
120116006,天津市,市辖区,滨海新区,新河街道
120116007,天津市,市辖区,滨海新区,大沽街道
120116008,天津市,市辖区,滨海新区,新北街道
120116009,天津市,市辖区,滨海新区,北塘街道
120116011,天津市,市辖区,滨海新区,胡家园街道
120116012,天津市,市辖区,滨海新区,新港街道
120116013,天津市,市辖区,滨海新区,新村街道
120116014,天津市,市辖区,滨海新区,天津经济技术开发区东区泰达街道
120116031,天津市,市辖区,滨海新区,汉沽街道
120116032,天津市,市辖区,滨海新区,寨上街道
120116033,天津市,市辖区,滨海新区,茶淀街道
120116051,天津市,市辖区,滨海新区,大港街道
120116053,天津市,市辖区,滨海新区,古林街道
120116054,天津市,市辖区,滨海新区,海滨街道
120116100,天津市,市辖区,滨海新区,新城镇
120116135,天津市,市辖区,滨海新区,杨家泊镇
120116156,天津市,市辖区,滨海新区,太平镇
